Zürich HB,ab,—,22,46,46,46,46,46,46,46,46,46,46,46,17,17,17,17,17,17,17,17,17,17,23
Zürich Oerlikon,an,—,29,53,53,53,53,53,53,53,53,53,53,53,22,22,23,23,23,23,23,23,23,23,29
Zürich Oerlikon,ab,—,30,54,54,54,54,54,54,54,54,54,54,54,24,23,24,24,24,24,24,24,24,24,30
Zürich Flughafen,an,—,—,59,59,59,59,59,59,59,59,59,59,59,29,28,28,28,28,28,28,28,28,29,35
Bülach,an,—,46,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Bülach,ab,—,43,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,10,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,an,—,28,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,ab,—,32,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,50,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,52,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Bülach,an,—,16,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Turgi,ab,—,56,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Baden,an,—,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Baden,ab,—,2,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,—,—,—
Wettingen,an,—,5,54,54,54,54,54,54,54,54,53,53,53,54,54,54,54,54,54,54,54,—,—,—
Wettingen,ab,—,7,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,—,—,—
Zürich Oerlikon,an,—,34,20,20,20,20,20,20,20,20,20,20,20,19,19,20,19,19,19,19,19,—,—,—
Zürich Oerlikon,ab,—,35,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,—
Zürich HB,an,—,42,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,28,28,28,28,28,28,—
Zürich HB,ab,—,18,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,—
Zürich Oerlikon,an,—,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,—
Zürich Oerlikon,ab,—,27,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,—,—,—
Wettingen,an,—,53,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,—,—,—
Wettingen,ab,—,54,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,—,—,—
Baden,an,—,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,—,—,—
Baden,ab,—,59,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Turgi,an,—,3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Turgi,ab,—,26,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Baden,an,—,31,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Baden,ab,—,32,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,—,—,—,21,21,1
Wettingen,an,—,35,24,24,24,24,24,24,24,24,23,23,23,24,24,24,24,24,—,—,—,24,24,4
Wettingen,ab,—,37,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,—,—,—,25,25,5
Zürich Oerlikon,an,—,4,50,50,50,50,50,50,50,50,50,50,50,49,49,50,49,49,—,—,—,50,50,35
Zürich Oerlikon,ab,—,5,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,—
Zürich HB,an,—,12,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,58,58,58,—
Zürich HB,ab,—,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,—
Zürich Oerlikon,an,—,56,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,—
Zürich Oerlikon,ab,—,57,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,—,—,—,9,9,17
Wettingen,an,—,23,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,—,—,—,34,33,49
Wettingen,ab,—,24,35,35,35,35,35,35,35,35,34,34,34,35,35,35,35,35,—,—,—,35,34,50
Baden,an,—,28,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,—,—,—,39,38,53
Baden,ab,—,29,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Turgi,an,—,33,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Zug,ab,—,10,6,6,6,6,6,6,5,5,4,4,5,8,8,8,8,8,8,8,8,8,9,47
Zürich Altstetten,an,—,58,45,45,45,45,45,45,45,45,45,45,45,48,48,48,48,48,48,48,48,48,48,31
Zürich Altstetten,ab,—,0,46,46,46,46,46,46,46,46,46,46,46,49,49,49,49,49,49,49,49,49,49,32
Zürich HB,an,—,6,51,51,51,51,51,51,51,51,51,51,51,55,55,55,55,55,55,55,55,56,56,36
Zürich HB,ab,—,7,54,54,54,54,54,54,54,54,55,55,55,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,31,31,31,31,31,31,31,31,31,31,31,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,ab,—,—,32,32,32,32,32,32,32,33,32,32,32,—,—,—,—,—,—,—,—,—,—,—
Pfäffikon SZ,an,—,—,38,38,38,38,38,38,38,38,37,37,37,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,12,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,47,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Pfäffikon SZ,ab,—,—,22,22,22,22,22,22,22,22,22,22,22,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,27,27,27,27,27,27,27,27,27,27,27,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,ab,—,—,29,29,29,29,29,29,29,29,30,30,29,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,53,5,5,5,5,5,5,5,5,7,7,7,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,54,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,16
Zürich Altstetten,an,—,0,14,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,21
Zürich Altstetten,ab,—,2,15,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,22
Zug,an,—,51,54,54,54,54,54,54,54,54,54,54,54,49,49,49,49,49,49,49,49,49,50,6
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Zug,ab,—,40,36,36,36,36,36,36,35,35,34,34,35,38,38,38,38,38,38,38,38,38,39,—
Zürich Altstetten,an,—,28,15,15,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,—
Zürich Altstetten,ab,—,30,16,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,19,19,19,19,—
Zürich HB,an,—,36,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,25,25,26,26,—
Zürich HB,ab,—,37,24,24,24,24,24,24,24,24,25,25,25,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,1,1,1,1,1,1,1,1,1,1,1,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,ab,—,—,10,10,10,10,10,10,10,10,10,10,10,—,—,—,—,—,—,—,—,—,—,—
Pfäffikon SZ,an,—,—,15,15,15,15,15,15,15,15,15,15,15,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,42,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,17,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Pfäffikon SZ,ab,—,—,51,51,51,51,51,51,51,51,51,51,51,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,56,56,56,56,56,56,56,56,55,55,55,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,ab,—,—,59,59,59,59,59,59,59,59,0,0,59,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,23,35,35,35,35,35,35,35,35,37,37,37,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,24,39,39,39,39,39,39,39,39,39,39,39,34,34,34,34,34,34,34,34,34,34,—
Zürich Altstetten,an,—,30,44,44,44,44,44,44,44,44,44,44,44,39,39,39,39,39,39,39,39,39,39,—
Zürich Altstetten,ab,—,32,45,45,45,45,45,45,45,45,45,45,45,40,40,40,40,40,40,40,40,40,40,—
Zug,an,—,21,24,24,24,24,24,24,24,24,24,24,24,19,19,19,19,19,19,19,19,19,20,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Dietikon,ab,—,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,47,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,48,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,1,—,—,—
Zürich HB,an,—,53,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,—,—,—
Zürich HB,ab,—,54,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,—,—,—
Zürich Oerlikon,an,—,59,17,17,16,16,16,16,16,16,16,16,16,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,—,—,—,—,—,—,—,—,—,—,—,46,46,46,46,46,46,46,46,—,—,—
Rapperswil SG,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,14,14,14,14,14,14,14,14,—,—,—
Zürich Oerlikon,ab,—,0,43,43,43,43,43,43,43,43,43,43,43,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,4,48,48,48,48,48,48,48,48,47,47,47,50,50,50,50,50,50,50,50,—,—,—
Zürich HB,ab,—,6,49,49,49,49,49,49,49,49,49,49,49,52,52,52,52,52,52,52,52,—,—,—
Zürich Altstetten,an,—,10,54,54,54,54,54,54,54,54,54,54,54,58,58,58,58,58,58,58,58,—,—,—
Zürich Altstetten,ab,—,11,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Dietikon,an,—,20,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Dietikon,ab,—,9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,17,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,18,35,35,35,35,35,35,35,35,35,35,35,30,30,30,30,30,30,31,31,—,—,—
Zürich HB,an,—,23,40,40,40,40,40,40,40,40,40,40,40,37,37,37,37,37,37,37,37,—,—,—
Zürich HB,ab,—,24,42,42,42,42,42,42,42,42,42,42,42,40,40,40,40,40,40,40,40,—,—,—
Zürich Oerlikon,an,—,29,47,47,46,46,46,46,46,46,46,46,46,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,—,—,—,—,—,—,—,—,—,—,—,—,16,16,16,16,16,16,16,16,—,—,—
Rapperswil SG,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,44,44,44,44,44,44,44,44,—,—,—
Zürich Oerlikon,ab,—,30,13,13,13,13,13,13,13,13,13,13,13,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,34,18,18,18,18,18,18,18,18,17,17,17,20,20,20,20,20,20,20,20,—,—,—
Zürich HB,ab,—,36,19,19,19,19,19,19,19,19,19,19,19,22,22,22,22,22,22,22,22,—,—,—
Zürich Altstetten,an,—,40,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,28,28,—,—,—
Zürich Altstetten,ab,—,41,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Dietikon,an,—,50,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Aarau,ab,—,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,—,—
Lenzburg,an,—,27,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,—,—
Lenzburg,ab,—,28,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,—,—
Dietikon,an,—,46,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,—,—
Dietikon,ab,—,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,—
Zürich Altstetten,an,—,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,55,—
Zürich Altstetten,ab,—,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,—
Zürich HB,an,—,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,—
Zürich HB,ab,—,—,1,1,1,1,1,1,1,1,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,an,—,—,21,21,21,21,21,21,21,21,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,ab,—,—,39,39,39,39,39,39,39,39,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,—,58,58,58,58,58,58,58,58,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,1,59,59,59,59,59,59,59,59,59,59,59,0,0,0,0,0,0,58,58,58,58,—
Zürich Altstetten,an,—,7,5,5,5,5,5,5,5,5,5,6,6,6,4,4,4,4,4,4,4,4,3,—
Zürich Altstetten,ab,—,8,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,—
Dietikon,an,—,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,—
Dietikon,ab,—,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,—,—
Lenzburg,an,—,31,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,32,—,—
Lenzburg,ab,—,32,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,33,—,—
Aarau,an,—,38,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,40,40,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Aarau,ab,—,51,47,47,47,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lenzburg,an,—,57,54,54,54,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lenzburg,ab,—,58,55,55,55,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Dietikon,an,—,16,14,14,14,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Dietikon,ab,—,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,—
Zürich Altstetten,an,—,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,—
Zürich Altstetten,ab,—,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,—
Zürich HB,an,—,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,—
Zürich HB,ab,—,—,31,31,31,31,31,31,31,31,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,an,—,—,51,51,51,51,51,51,51,51,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Winterthur,ab,—,—,9,9,9,9,9,9,9,9,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,—,28,28,28,28,28,28,28,28,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,31,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,28,28,28,28,—
Zürich Altstetten,an,—,37,35,35,35,35,35,35,35,35,35,36,36,36,34,34,34,34,34,34,34,34,33,—
Zürich Altstetten,ab,—,38,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,34,—
Dietikon,an,—,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,—
Dietikon,ab,—,44,45,45,45,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lenzburg,an,—,1,4,4,4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Lenzburg,ab,—,2,5,5,5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
Aarau,an,—,8,12,12,12,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Rapperswil SG,ab,—,15,14,14,14,14,14,14,14,14,14,14,14,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,52,50,50,50,50,50,50,50,50,50,50,50,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,57,52,52,52,52,52,52,52,52,52,52,52,42,42,42,42,42,42,42,42,42,38,—
Zürich Oerlikon,an,—,4,59,59,58,58,58,58,58,58,59,59,59,48,48,48,48,48,48,48,48,48,45,—
Zürich Oerlikon,ab,—,57,1,1,1,1,1,1,0,0,0,0,0,13,13,11,11,11,11,11,11,11,13,—
Zürich HB,an,—,5,8,8,8,8,8,8,8,8,7,7,7,18,18,18,18,18,18,18,18,18,20,—
Zürich HB,ab,—,7,9,9,9,9,9,9,9,9,10,10,10,—,—,—,—,—,—,—,—,—,—,—
Rapperswil SG,an,—,45,46,46,46,46,46,46,46,46,46,46,46,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Pfäffikon SZ,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,51,51,49,49,22,22,22,22,22,21,—
Rapperswil SG,an,—,—,—,—,—,—,—,—,—,—,—,—,—,55,55,55,55,28,28,28,28,27,26,—
Rapperswil SG,ab,—,45,44,44,44,44,44,44,44,44,44,44,44,59,59,59,59,29,29,29,29,29,29,50
Zürich HB,an,—,22,20,20,20,20,20,20,20,20,20,20,20,35,35,35,35,5,5,5,5,5,4,—
Zürich HB,ab,—,27,22,22,22,22,22,22,22,22,22,22,22,37,37,37,37,7,7,7,7,7,6,—
Zürich Oerlikon,an,—,34,29,29,28,28,28,28,28,28,29,29,29,43,43,43,43,13,13,13,13,13,12,40
Zürich Oerlikon,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,42
Zürich HB,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50
Zürich HB,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,4
Zürich Oerlikon,an,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,11
Zürich Oerlikon,ab,—,27,31,31,31,31,31,31,30,30,30,30,30,16,16,16,16,46,46,46,46,46,47,13
Zürich HB,an,—,35,38,38,38,38,38,38,38,38,37,37,37,23,23,23,23,53,53,53,53,53,53,—
Zürich HB,ab,—,37,39,39,39,39,39,39,39,39,40,40,40,25,25,25,25,55,55,55,55,55,56,—
Rapperswil SG,an,—,15,16,16,16,16,16,16,16,16,16,16,16,1,1,1,1,31,31,31,31,31,31,4
Rapperswil SG,ab,—,—,—,—,—,—,—,—,—,—,—,—,—,10,10,5,5,32,32,32,32,32,32,—
Pfäffikon SZ,an,—,—,—,—,—,—,—,—,—,—,—,—,—,15,15,11,11,38,38,38,38,37,37,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Dietikon,ab,—,—,34,34,34,34,34,34,34,34,34,34,34,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,—,39,39,39,39,39,39,39,39,39,39,39,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,—,40,40,40,40,40,40,40,40,40,40,40,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,—,45,45,45,45,45,45,45,45,45,45,45,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,33,49,49,49,49,49,49,49,49,49,49,49,12,12,12,12,12,12,12,11,8,8,—
Zürich Oerlikon,an,—,40,54,54,54,54,54,54,54,54,54,54,54,18,18,18,18,18,18,18,18,15,15,—
Zürich Oerlikon,ab,—,20,4,4,4,4,4,4,4,4,4,4,4,43,43,41,41,41,41,41,42,44,43,—
Zürich HB,an,—,27,9,9,9,9,9,9,9,9,9,9,9,48,48,48,48,48,48,48,48,50,50,—
Zürich HB,ab,—,—,11,11,11,11,11,11,11,11,11,11,11,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,—,16,16,16,16,16,16,16,16,16,16,16,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,—,17,17,17,17,17,17,17,17,17,17,17,—,—,—,—,—,—,—,—,—,—,—
Dietikon,an,—,—,23,23,23,23,23,23,23,23,23,23,23,—,—,—,—,—,—,—,—,—,—,—
split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split,split
Dietikon,ab,—,—,4,4,4,4,4,4,4,4,4,4,4,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,—,9,9,9,9,9,9,9,9,9,9,9,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,—,10,10,10,10,10,10,10,10,10,10,10,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,—,15,15,15,15,15,15,15,15,15,15,15,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,3,19,19,19,19,19,19,19,19,19,19,19,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,an,—,10,24,24,24,24,24,24,24,24,24,24,24,—,—,—,—,—,—,—,—,—,—,—
Zürich Oerlikon,ab,—,50,34,34,34,34,34,34,34,34,34,34,34,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,an,—,57,39,39,39,39,39,39,39,39,39,39,39,—,—,—,—,—,—,—,—,—,—,—
Zürich HB,ab,—,—,41,41,41,41,41,41,41,41,41,41,41,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,an,—,—,46,46,46,46,46,46,46,46,46,46,46,—,—,—,—,—,—,—,—,—,—,—
Zürich Altstetten,ab,—,—,47,47,47,47,47,47,47,47,47,47,47,—,—,—,—,—,—,—,—,—,—,—
Dietikon,an,—,—,53,53,53,53,53,53,53,53,53,53,53,—,—,—,—,—,—,—,—,—,—,—
